UNIXTime,Data,Time,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,TimeSunRise,TimeSunSet,Hour,Day
1477347020,2016-10-24,1900-01-01 12:10:20,846.88,59,30.44,78,0.15,11.25,1900-01-01 06:21:00,1900-01-01 17:53:00,12,24
1477346718,2016-10-24,1900-01-01 12:05:18,955.72,59,30.44,72,34.73,14.62,1900-01-01 06:21:00,1900-01-01 17:53:00,12,24
1477346418,2016-10-24,1900-01-01 12:00:18,951.06,59,30.44,69,15.1,12.37,1900-01-01 06:21:00,1900-01-01 17:53:00,12,24
1477263317,2016-10-23,1900-01-01 12:55:17,873.61,60,30.4,42,63.63,9.0,1900-01-01 06:20:00,1900-01-01 17:54:00,12,23
1477263017,2016-10-23,1900-01-01 12:50:17,955.48,59,30.4,41,37.86,3.37,1900-01-01 06:20:00,1900-01-01 17:54:00,12,23
1477262721,2016-10-23,1900-01-01 12:45:21,953.45,58,30.4,53,114.31,4.5,1900-01-01 06:20:00,1900-01-01 17:54:00,12,23
1477262418,2016-10-23,1900-01-01 12:40:18,905.87,58,30.4,74,103.36,6.75,1900-01-01 06:20:00,1900-01-01 17:54:00,12,23
1477262117,2016-10-23,1900-01-01 12:35:17,1004.11,58,30.4,76,38.05,9.0,1900-01-01 06:20:00,1900-01-01 17:54:00,12,23
1477261817,2016-10-23,1900-01-01 12:30:17,988.17,57,30.4,74,68.5,7.87,1900-01-01 06:20:00,1900-01-01 17:54:00,12,23
1477261517,2016-10-23,1900-01-01 12:25:17,982.95,57,30.4,75,99.53,5.62,1900-01-01 06:20:00,1900-01-01 17:54:00,12,23
1477261217,2016-10-23,1900-01-01 12:20:17,982.52,56,30.4,77,38.1,3.37,1900-01-01 06:20:00,1900-01-01 17:54:00,12,23
1477260918,2016-10-23,1900-01-01 12:15:18,978.11,55,30.4,84,66.36,4.5,1900-01-01 06:20:00,1900-01-01 17:54:00,12,23
1477260617,2016-10-23,1900-01-01 12:10:17,976.2,55,30.4,84,8.52,3.37,1900-01-01 06:20:00,1900-01-01 17:54:00,12,23
1477260321,2016-10-23,1900-01-01 12:05:21,972.37,54,30.4,87,80.35,3.37,1900-01-01 06:20:00,1900-01-01 17:54:00,12,23
1477260017,2016-10-23,1900-01-01 12:00:17,975.71,55,30.4,83,35.6,11.25,1900-01-01 06:20:00,1900-01-01 17:54:00,12,23
1477176917,2016-10-22,1900-01-01 12:55:17,960.92,57,30.39,63,359.91,5.62,1900-01-01 06:20:00,1900-01-01 17:54:00,12,22
1477176617,2016-10-22,1900-01-01 12:50:17,962.52,57,30.39,56,127.91,6.75,1900-01-01 06:20:00,1900-01-01 17:54:00,12,22
1477176318,2016-10-22,1900-01-01 12:45:18,969.87,57,30.39,62,106.63,11.25,1900-01-01 06:20:00,1900-01-01 17:54:00,12,22
1477176017,2016-10-22,1900-01-01 12:40:17,972.02,57,30.39,53,157.63,3.37,1900-01-01 06:20:00,1900-01-01 17:54:00,12,22
1477175718,2016-10-22,1900-01-01 12:35:18,979.83,57,30.4,55,135.42,3.37,1900-01-01 06:20:00,1900-01-01 17:54:00,12,22
1477175418,2016-10-22,1900-01-01 12:30:18,980.34,56,30.4,59,136.28,9.0,1900-01-01 06:20:00,1900-01-01 17:54:00,12,22
1477175118,2016-10-22,1900-01-01 12:25:18,983.37,56,30.4,62,70.46,6.75,1900-01-01 06:20:00,1900-01-01 17:54:00,12,22
1477174819,2016-10-22,1900-01-01 12:20:19,984.4,56,30.4,71,58.38,3.37,1900-01-01 06:20:00,1900-01-01 17:54:00,12,22
1477174518,2016-10-22,1900-01-01 12:15:18,979.48,57,30.4,66,97.19,5.62,1900-01-01 06:20:00,1900-01-01 17:54:00,12,22
1477174220,2016-10-22,1900-01-01 12:10:20,987.02,57,30.4,62,44.16,5.62,1900-01-01 06:20:00,1900-01-01 17:54:00,12,22
1477173918,2016-10-22,1900-01-01 12:05:18,988.93,56,30.4,69,116.52,7.87,1900-01-01 06:20:00,1900-01-01 17:54:00,12,22
1477173617,2016-10-22,1900-01-01 12:00:17,984.86,56,30.4,68,32.53,10.12,1900-01-01 06:20:00,1900-01-01 17:54:00,12,22
1477090517,2016-10-21,1900-01-01 12:55:17,947.94,53,30.43,86,36.46,2.25,1900-01-01 06:19:00,1900-01-01 17:55:00,12,21
1477090218,2016-10-21,1900-01-01 12:50:18,691.22,53,30.43,86,351.59,6.75,1900-01-01 06:19:00,1900-01-01 17:55:00,12,21
1477089917,2016-10-21,1900-01-01 12:45:17,955.75,53,30.43,89,45.8,2.25,1900-01-01 06:19:00,1900-01-01 17:55:00,12,21
1477089618,2016-10-21,1900-01-01 12:40:18,959.85,52,30.43,91,43.85,4.5,1900-01-01 06:19:00,1900-01-01 17:55:00,12,21
1477089317,2016-10-21,1900-01-01 12:35:17,965.1,52,30.43,94,110.06,3.37,1900-01-01 06:19:00,1900-01-01 17:55:00,12,21
1477089020,2016-10-21,1900-01-01 12:30:20,970.04,52,30.43,92,109.17,5.62,1900-01-01 06:19:00,1900-01-01 17:55:00,12,21
1477088717,2016-10-21,1900-01-01 12:25:17,988.66,51,30.43,93,101.68,3.37,1900-01-01 06:19:00,1900-01-01 17:55:00,12,21
1477088418,2016-10-21,1900-01-01 12:20:18,978.32,51,30.43,91,79.24,12.37,1900-01-01 06:19:00,1900-01-01 17:55:00,12,21
1477088117,2016-10-21,1900-01-01 12:15:17,981.65,51,30.44,93,354.27,2.25,1900-01-01 06:19:00,1900-01-01 17:55:00,12,21
1477087818,2016-10-21,1900-01-01 12:10:18,1002.59,51,30.44,95,8.58,3.37,1900-01-01 06:19:00,1900-01-01 17:55:00,12,21
1477087518,2016-10-21,1900-01-01 12:05:18,976.28,51,30.44,95,67.95,10.12,1900-01-01 06:19:00,1900-01-01 17:55:00,12,21
1477087220,2016-10-21,1900-01-01 12:00:20,372.9,51,30.44,94,74.0,6.75,1900-01-01 06:19:00,1900-01-01 17:55:00,12,21
1477004118,2016-10-20,1900-01-01 12:55:18,949.25,57,30.44,63,359.0,4.5,1900-01-01 06:19:00,1900-01-01 17:56:00,12,20
1477003818,2016-10-20,1900-01-01 12:50:18,954.43,57,30.45,64,24.46,6.75,1900-01-01 06:19:00,1900-01-01 17:56:00,12,20
1477003523,2016-10-20,1900-01-01 12:45:23,961.2,56,30.45,66,13.26,3.37,1900-01-01 06:19:00,1900-01-01 17:56:00,12,20
1477003219,2016-10-20,1900-01-01 12:40:19,965.02,56,30.45,63,42.04,4.5,1900-01-01 06:19:00,1900-01-01 17:56:00,12,20
1477002918,2016-10-20,1900-01-01 12:35:18,968.33,56,30.45,61,64.02,4.5,1900-01-01 06:19:00,1900-01-01 17:56:00,12,20
1477002620,2016-10-20,1900-01-01 12:30:20,969.47,56,30.45,64,32.2,9.0,1900-01-01 06:19:00,1900-01-01 17:56:00,12,20
1477002318,2016-10-20,1900-01-01 12:25:18,974.27,57,30.45,62,10.04,5.62,1900-01-01 06:19:00,1900-01-01 17:56:00,12,20
1477002017,2016-10-20,1900-01-01 12:20:17,978.07,57,30.45,65,68.42,3.37,1900-01-01 06:19:00,1900-01-01 17:56:00,12,20
1477001718,2016-10-20,1900-01-01 12:15:18,977.68,57,30.45,61,20.58,4.5,1900-01-01 06:19:00,1900-01-01 17:56:00,12,20
1477001418,2016-10-20,1900-01-01 12:10:18,979.58,56,30.46,51,14.81,3.37,1900-01-01 06:19:00,1900-01-01 17:56:00,12,20
1477001118,2016-10-20,1900-01-01 12:05:18,981.07,56,30.46,55,0.12,6.75,1900-01-01 06:19:00,1900-01-01 17:56:00,12,20
1477000819,2016-10-20,1900-01-01 12:00:19,977.62,56,30.46,63,42.77,10.12,1900-01-01 06:19:00,1900-01-01 17:56:00,12,20
1476917718,2016-10-19,1900-01-01 12:55:18,292.56,58,30.42,93,102.55,3.37,1900-01-01 06:19:00,1900-01-01 17:56:00,12,19
1476917419,2016-10-19,1900-01-01 12:50:19,1201.96,58,30.43,95,93.92,9.0,1900-01-01 06:19:00,1900-01-01 17:56:00,12,19
1476917124,2016-10-19,1900-01-01 12:45:24,1159.23,58,30.43,97,43.44,11.25,1900-01-01 06:19:00,1900-01-01 17:56:00,12,19
1476916820,2016-10-19,1900-01-01 12:40:20,1451.41,58,30.43,98,25.81,1.12,1900-01-01 06:19:00,1900-01-01 17:56:00,12,19
1476916518,2016-10-19,1900-01-01 12:35:18,1175.72,58,30.43,95,90.44,11.25,1900-01-01 06:19:00,1900-01-01 17:56:00,12,19
1476916221,2016-10-19,1900-01-01 12:30:21,631.66,58,30.43,96,154.17,2.25,1900-01-01 06:19:00,1900-01-01 17:56:00,12,19
1476915918,2016-10-19,1900-01-01 12:25:18,1000.65,57,30.43,97,84.38,9.0,1900-01-01 06:19:00,1900-01-01 17:56:00,12,19
1476915617,2016-10-19,1900-01-01 12:20:17,374.7,57,30.43,99,72.46,12.37,1900-01-01 06:19:00,1900-01-01 17:56:00,12,19
1476915320,2016-10-19,1900-01-01 12:15:20,702.45,56,30.43,100,110.69,6.75,1900-01-01 06:19:00,1900-01-01 17:56:00,12,19
1476915018,2016-10-19,1900-01-01 12:10:18,488.56,56,30.44,100,95.06,5.62,1900-01-01 06:19:00,1900-01-01 17:56:00,12,19
1476914721,2016-10-19,1900-01-01 12:05:21,707.76,55,30.44,100,98.52,9.0,1900-01-01 06:19:00,1900-01-01 17:56:00,12,19
1476914417,2016-10-19,1900-01-01 12:00:17,910.18,55,30.44,100,78.97,4.5,1900-01-01 06:19:00,1900-01-01 17:56:00,12,19
1476831318,2016-10-18,1900-01-01 12:55:18,556.69,58,30.41,98,350.19,9.0,1900-01-01 06:18:00,1900-01-01 17:57:00,12,18
1476831022,2016-10-18,1900-01-01 12:50:22,552.93,58,30.41,98,58.87,10.12,1900-01-01 06:18:00,1900-01-01 17:57:00,12,18
1476830718,2016-10-18,1900-01-01 12:45:18,508.68,58,30.42,97,19.03,14.62,1900-01-01 06:18:00,1900-01-01 17:57:00,12,18
1476830418,2016-10-18,1900-01-01 12:40:18,1051.52,59,30.42,96,27.82,5.62,1900-01-01 06:18:00,1900-01-01 17:57:00,12,18
1476830117,2016-10-18,1900-01-01 12:35:17,1128.05,59,30.42,95,48.73,4.5,1900-01-01 06:18:00,1900-01-01 17:57:00,12,18
1476829818,2016-10-18,1900-01-01 12:30:18,1150.21,60,30.42,95,61.39,4.5,1900-01-01 06:18:00,1900-01-01 17:57:00,12,18
1476829518,2016-10-18,1900-01-01 12:25:18,1107.24,60,30.42,92,65.64,11.25,1900-01-01 06:18:00,1900-01-01 17:57:00,12,18
1476829217,2016-10-18,1900-01-01 12:20:17,1177.84,60,30.42,92,357.39,4.5,1900-01-01 06:18:00,1900-01-01 17:57:00,12,18
1476828917,2016-10-18,1900-01-01 12:15:17,886.33,60,30.43,90,58.44,11.25,1900-01-01 06:18:00,1900-01-01 17:57:00,12,18
1476828618,2016-10-18,1900-01-01 12:10:18,989.02,60,30.43,89,33.82,7.87,1900-01-01 06:18:00,1900-01-01 17:57:00,12,18
1476828318,2016-10-18,1900-01-01 12:05:18,991.87,60,30.43,91,84.3,7.87,1900-01-01 06:18:00,1900-01-01 17:57:00,12,18
1476828018,2016-10-18,1900-01-01 12:00:18,992.15,60,30.43,90,305.44,10.12,1900-01-01 06:18:00,1900-01-01 17:57:00,12,18
1476744921,2016-10-17,1900-01-01 12:55:21,965.09,63,30.44,58,37.94,10.12,1900-01-01 06:18:00,1900-01-01 17:58:00,12,17
1476744618,2016-10-17,1900-01-01 12:50:18,971.17,63,30.44,51,37.65,13.5,1900-01-01 06:18:00,1900-01-01 17:58:00,12,17
1476744318,2016-10-17,1900-01-01 12:45:18,975.36,64,30.44,48,59.51,3.37,1900-01-01 06:18:00,1900-01-01 17:58:00,12,17
1476744020,2016-10-17,1900-01-01 12:40:20,979.13,64,30.44,41,359.93,9.0,1900-01-01 06:18:00,1900-01-01 17:58:00,12,17
1476743718,2016-10-17,1900-01-01 12:35:18,984.61,64,30.45,41,28.97,12.37,1900-01-01 06:18:00,1900-01-01 17:58:00,12,17
1476743417,2016-10-17,1900-01-01 12:30:17,991.16,64,30.45,38,32.07,12.37,1900-01-01 06:18:00,1900-01-01 17:58:00,12,17
1476743118,2016-10-17,1900-01-01 12:25:18,990.88,64,30.45,38,38.76,4.5,1900-01-01 06:18:00,1900-01-01 17:58:00,12,17
1476742817,2016-10-17,1900-01-01 12:20:17,994.61,64,30.45,41,65.92,2.25,1900-01-01 06:18:00,1900-01-01 17:58:00,12,17
1476742597,2016-10-17,1900-01-01 12:16:37,996.51,64,30.45,38,36.3,12.37,1900-01-01 06:18:00,1900-01-01 17:58:00,12,17
1476742218,2016-10-17,1900-01-01 12:10:18,994.69,64,30.45,36,119.89,7.87,1900-01-01 06:18:00,1900-01-01 17:58:00,12,17
1476741918,2016-10-17,1900-01-01 12:05:18,993.87,64,30.46,37,39.93,5.62,1900-01-01 06:18:00,1900-01-01 17:58:00,12,17
1476741618,2016-10-17,1900-01-01 12:00:18,995.95,64,30.46,37,336.77,6.75,1900-01-01 06:18:00,1900-01-01 17:58:00,12,17
1476658525,2016-10-16,1900-01-01 12:55:25,996.43,66,30.51,19,51.47,5.62,1900-01-01 06:18:00,1900-01-01 17:59:00,12,16
1476658223,2016-10-16,1900-01-01 12:50:23,859.22,66,30.51,20,109.57,5.62,1900-01-01 06:18:00,1900-01-01 17:59:00,12,16
1476657920,2016-10-16,1900-01-01 12:45:20,447.29,67,30.52,19,28.89,5.62,1900-01-01 06:18:00,1900-01-01 17:59:00,12,16
1476657619,2016-10-16,1900-01-01 12:40:19,558.24,67,30.52,18,60.8,1.12,1900-01-01 06:18:00,1900-01-01 17:59:00,12,16
1476657322,2016-10-16,1900-01-01 12:35:22,836.45,67,30.52,18,39.88,2.25,1900-01-01 06:18:00,1900-01-01 17:59:00,12,16
1476657021,2016-10-16,1900-01-01 12:30:21,791.31,67,30.52,19,99.7,3.37,1900-01-01 06:18:00,1900-01-01 17:59:00,12,16
1476656721,2016-10-16,1900-01-01 12:25:21,945.29,66,30.52,19,87.23,7.87,1900-01-01 06:18:00,1900-01-01 17:59:00,12,16
1476656417,2016-10-16,1900-01-01 12:20:17,546.53,66,30.52,19,111.45,4.5,1900-01-01 06:18:00,1900-01-01 17:59:00,12,16
1476656120,2016-10-16,1900-01-01 12:15:20,713.41,66,30.52,17,119.06,3.37,1900-01-01 06:18:00,1900-01-01 17:59:00,12,16
1476655822,2016-10-16,1900-01-01 12:10:22,556.33,66,30.52,19,43.42,4.5,1900-01-01 06:18:00,1900-01-01 17:59:00,12,16
1476655519,2016-10-16,1900-01-01 12:05:19,551.5,66,30.52,18,15.78,5.62,1900-01-01 06:18:00,1900-01-01 17:59:00,12,16
1476655220,2016-10-16,1900-01-01 12:00:20,460.3,66,30.52,19,44.97,3.37,1900-01-01 06:18:00,1900-01-01 17:59:00,12,16
1476572121,2016-10-15,1900-01-01 12:55:21,983.67,68,30.49,42,348.42,7.87,1900-01-01 06:17:00,1900-01-01 17:59:00,12,15
1476571823,2016-10-15,1900-01-01 12:50:23,990.75,67,30.49,49,38.69,12.37,1900-01-01 06:17:00,1900-01-01 17:59:00,12,15
1476571519,2016-10-15,1900-01-01 12:45:19,994.57,67,30.49,48,0.11,4.5,1900-01-01 06:17:00,1900-01-01 17:59:00,12,15
1476571222,2016-10-15,1900-01-01 12:40:22,996.12,68,30.5,46,45.74,13.5,1900-01-01 06:17:00,1900-01-01 17:59:00,12,15
1476570920,2016-10-15,1900-01-01 12:35:20,999.14,69,30.5,43,26.59,7.87,1900-01-01 06:17:00,1900-01-01 17:59:00,12,15
1476570622,2016-10-15,1900-01-01 12:30:22,1003.12,69,30.5,32,31.08,7.87,1900-01-01 06:17:00,1900-01-01 17:59:00,12,15
1476570322,2016-10-15,1900-01-01 12:25:22,1006.42,70,30.5,25,71.61,9.0,1900-01-01 06:17:00,1900-01-01 17:59:00,12,15
1476570024,2016-10-15,1900-01-01 12:20:24,1011.8,70,30.5,18,5.54,5.62,1900-01-01 06:17:00,1900-01-01 17:59:00,12,15
1476569722,2016-10-15,1900-01-01 12:15:22,1010.36,70,30.5,19,91.25,3.37,1900-01-01 06:17:00,1900-01-01 17:59:00,12,15
1476569425,2016-10-15,1900-01-01 12:10:25,1012.49,69,30.5,19,69.33,7.87,1900-01-01 06:17:00,1900-01-01 17:59:00,12,15
1476569118,2016-10-15,1900-01-01 12:05:18,1010.92,69,30.5,23,87.51,6.75,1900-01-01 06:17:00,1900-01-01 17:59:00,12,15
1476568819,2016-10-15,1900-01-01 12:00:19,1011.69,68,30.5,23,50.54,9.0,1900-01-01 06:17:00,1900-01-01 17:59:00,12,15
1476485725,2016-10-14,1900-01-01 12:55:25,981.31,65,30.46,62,0.11,10.12,1900-01-01 06:17:00,1900-01-01 18:00:00,12,14
1476485419,2016-10-14,1900-01-01 12:50:19,988.29,65,30.46,57,42.76,6.75,1900-01-01 06:17:00,1900-01-01 18:00:00,12,14
1476485118,2016-10-14,1900-01-01 12:45:18,990.91,65,30.46,60,55.99,9.0,1900-01-01 06:17:00,1900-01-01 18:00:00,12,14
1476484823,2016-10-14,1900-01-01 12:40:23,998.79,65,30.46,60,22.12,12.37,1900-01-01 06:17:00,1900-01-01 18:00:00,12,14
1476484522,2016-10-14,1900-01-01 12:35:22,998.87,64,30.46,60,39.51,7.87,1900-01-01 06:17:00,1900-01-01 18:00:00,12,14
1476484222,2016-10-14,1900-01-01 12:30:22,1004.75,64,30.46,61,47.12,11.25,1900-01-01 06:17:00,1900-01-01 18:00:00,12,14
1476483918,2016-10-14,1900-01-01 12:25:18,1005.32,63,30.47,62,21.58,9.0,1900-01-01 06:17:00,1900-01-01 18:00:00,12,14
1476483625,2016-10-14,1900-01-01 12:20:25,1004.07,63,30.47,62,23.44,9.0,1900-01-01 06:17:00,1900-01-01 18:00:00,12,14
1476483321,2016-10-14,1900-01-01 12:15:21,1004.69,63,30.47,61,64.16,10.12,1900-01-01 06:17:00,1900-01-01 18:00:00,12,14
1476483022,2016-10-14,1900-01-01 12:10:22,1005.5,64,30.47,60,43.03,5.62,1900-01-01 06:17:00,1900-01-01 18:00:00,12,14
1476482720,2016-10-14,1900-01-01 12:05:20,1003.97,64,30.47,60,34.56,11.25,1900-01-01 06:17:00,1900-01-01 18:00:00,12,14
1476482423,2016-10-14,1900-01-01 12:00:23,1005.2,63,30.47,60,14.61,3.37,1900-01-01 06:17:00,1900-01-01 18:00:00,12,14
1476399325,2016-10-13,1900-01-01 12:55:25,987.4,64,30.44,53,50.91,3.37,1900-01-01 06:17:00,1900-01-01 18:01:00,12,13
1476399024,2016-10-13,1900-01-01 12:50:24,994.11,64,30.45,50,64.69,4.5,1900-01-01 06:17:00,1900-01-01 18:01:00,12,13
1476398723,2016-10-13,1900-01-01 12:45:23,998.6,64,30.45,45,64.08,13.5,1900-01-01 06:17:00,1900-01-01 18:01:00,12,13
1476398420,2016-10-13,1900-01-01 12:40:20,1004.33,64,30.45,42,75.25,11.25,1900-01-01 06:17:00,1900-01-01 18:01:00,12,13
1476398121,2016-10-13,1900-01-01 12:35:21,1005.42,63,30.45,54,49.0,5.62,1900-01-01 06:17:00,1900-01-01 18:01:00,12,13
1476397821,2016-10-13,1900-01-01 12:30:21,1004.86,64,30.45,51,8.43,5.62,1900-01-01 06:17:00,1900-01-01 18:01:00,12,13
1476397524,2016-10-13,1900-01-01 12:25:24,1008.33,64,30.45,50,42.93,6.75,1900-01-01 06:17:00,1900-01-01 18:01:00,12,13
1476397226,2016-10-13,1900-01-01 12:20:26,1006.97,65,30.45,46,61.29,6.75,1900-01-01 06:17:00,1900-01-01 18:01:00,12,13
1476396922,2016-10-13,1900-01-01 12:15:22,1008.08,65,30.46,46,71.24,5.62,1900-01-01 06:17:00,1900-01-01 18:01:00,12,13
1476396622,2016-10-13,1900-01-01 12:10:22,1008.82,65,30.46,46,0.12,11.25,1900-01-01 06:17:00,1900-01-01 18:01:00,12,13
1476396320,2016-10-13,1900-01-01 12:05:20,1011.93,66,30.46,37,108.9,10.12,1900-01-01 06:17:00,1900-01-01 18:01:00,12,13
1476396021,2016-10-13,1900-01-01 12:00:21,1009.16,66,30.47,32,38.84,4.5,1900-01-01 06:17:00,1900-01-01 18:01:00,12,13
1476312922,2016-10-12,1900-01-01 12:55:22,1022.83,58,30.45,90,31.04,2.25,1900-01-01 06:16:00,1900-01-01 18:02:00,12,12
1476312624,2016-10-12,1900-01-01 12:50:24,1145.23,58,30.45,92,29.42,4.5,1900-01-01 06:16:00,1900-01-01 18:02:00,12,12
1476312320,2016-10-12,1900-01-01 12:45:20,508.44,58,30.45,90,39.1,5.62,1900-01-01 06:16:00,1900-01-01 18:02:00,12,12
1476312023,2016-10-12,1900-01-01 12:40:23,1349.59,58,30.45,91,48.67,9.0,1900-01-01 06:16:00,1900-01-01 18:02:00,12,12
1476311723,2016-10-12,1900-01-01 12:35:23,485.01,59,30.45,94,27.02,9.0,1900-01-01 06:16:00,1900-01-01 18:02:00,12,12
1476311427,2016-10-12,1900-01-01 12:30:27,569.9,58,30.45,94,336.4,5.62,1900-01-01 06:16:00,1900-01-01 18:02:00,12,12
1476311120,2016-10-12,1900-01-01 12:25:20,1259.23,57,30.46,95,323.55,3.37,1900-01-01 06:16:00,1900-01-01 18:02:00,12,12
1476310820,2016-10-12,1900-01-01 12:20:20,668.39,57,30.46,96,82.65,9.0,1900-01-01 06:16:00,1900-01-01 18:02:00,12,12
1476310521,2016-10-12,1900-01-01 12:15:21,903.74,57,30.46,96,60.29,3.37,1900-01-01 06:16:00,1900-01-01 18:02:00,12,12
1476310219,2016-10-12,1900-01-01 12:10:19,548.2,58,30.46,97,25.15,9.0,1900-01-01 06:16:00,1900-01-01 18:02:00,12,12
1476309926,2016-10-12,1900-01-01 12:05:26,493.69,58,30.46,96,127.37,5.62,1900-01-01 06:16:00,1900-01-01 18:02:00,12,12
1476309619,2016-10-12,1900-01-01 12:00:19,648.53,58,30.46,95,49.51,9.0,1900-01-01 06:16:00,1900-01-01 18:02:00,12,12
1476226522,2016-10-11,1900-01-01 12:55:22,931.92,59,30.43,84,47.78,7.87,1900-01-01 06:16:00,1900-01-01 18:03:00,12,11
1476226218,2016-10-11,1900-01-01 12:50:18,926.91,59,30.43,83,262.51,14.62,1900-01-01 06:16:00,1900-01-01 18:03:00,12,11
1476225919,2016-10-11,1900-01-01 12:45:19,461.97,60,30.43,84,64.89,6.75,1900-01-01 06:16:00,1900-01-01 18:03:00,12,11
1476225618,2016-10-11,1900-01-01 12:40:18,1129.92,59,30.43,86,67.53,6.75,1900-01-01 06:16:00,1900-01-01 18:03:00,12,11
1476225321,2016-10-11,1900-01-01 12:35:21,860.51,59,30.43,86,34.98,2.25,1900-01-01 06:16:00,1900-01-01 18:03:00,12,11
1476225021,2016-10-11,1900-01-01 12:30:21,523.21,59,30.43,84,353.72,4.5,1900-01-01 06:16:00,1900-01-01 18:03:00,12,11
1476224718,2016-10-11,1900-01-01 12:25:18,1275.05,60,30.43,83,37.2,6.75,1900-01-01 06:16:00,1900-01-01 18:03:00,12,11
1476224422,2016-10-11,1900-01-01 12:20:22,1081.87,60,30.43,81,63.46,2.25,1900-01-01 06:16:00,1900-01-01 18:03:00,12,11
1476224119,2016-10-11,1900-01-01 12:15:19,1005.47,60,30.44,82,22.83,7.87,1900-01-01 06:16:00,1900-01-01 18:03:00,12,11
1476223823,2016-10-11,1900-01-01 12:10:23,1011.55,60,30.44,80,355.62,4.5,1900-01-01 06:16:00,1900-01-01 18:03:00,12,11
1476223523,2016-10-11,1900-01-01 12:05:23,1015.27,59,30.44,84,116.87,3.37,1900-01-01 06:16:00,1900-01-01 18:03:00,12,11
1476223224,2016-10-11,1900-01-01 12:00:24,997.91,59,30.44,81,2.57,9.0,1900-01-01 06:16:00,1900-01-01 18:03:00,12,11
1476140120,2016-10-10,1900-01-01 12:55:20,1001.02,63,30.41,59,12.08,4.5,1900-01-01 06:16:00,1900-01-01 18:03:00,12,10
1476139821,2016-10-10,1900-01-01 12:50:21,1010.34,63,30.41,61,9.88,4.5,1900-01-01 06:16:00,1900-01-01 18:03:00,12,10
1476139519,2016-10-10,1900-01-01 12:45:19,1013.3,62,30.42,61,35.55,5.62,1900-01-01 06:16:00,1900-01-01 18:03:00,12,10
1476139224,2016-10-10,1900-01-01 12:40:24,1023.91,62,30.42,64,80.66,3.37,1900-01-01 06:16:00,1900-01-01 18:03:00,12,10
1476138922,2016-10-10,1900-01-01 12:35:22,1006.44,63,30.42,64,184.11,2.25,1900-01-01 06:16:00,1900-01-01 18:03:00,12,10
1476138620,2016-10-10,1900-01-01 12:30:20,975.96,63,30.42,69,75.88,3.37,1900-01-01 06:16:00,1900-01-01 18:03:00,12,10
1476138322,2016-10-10,1900-01-01 12:25:22,1031.61,63,30.42,67,0.13,5.62,1900-01-01 06:16:00,1900-01-01 18:03:00,12,10
1476138023,2016-10-10,1900-01-01 12:20:23,1026.01,63,30.42,66,55.96,5.62,1900-01-01 06:16:00,1900-01-01 18:03:00,12,10
1476137722,2016-10-10,1900-01-01 12:15:22,1028.58,63,30.42,61,0.12,6.75,1900-01-01 06:16:00,1900-01-01 18:03:00,12,10
1476137425,2016-10-10,1900-01-01 12:10:25,1031.85,63,30.43,62,43.67,6.75,1900-01-01 06:16:00,1900-01-01 18:03:00,12,10
1476137118,2016-10-10,1900-01-01 12:05:18,1030.66,63,30.42,60,349.93,7.87,1900-01-01 06:16:00,1900-01-01 18:03:00,12,10
1476136822,2016-10-10,1900-01-01 12:00:22,1031.29,63,30.43,58,4.9,4.5,1900-01-01 06:16:00,1900-01-01 18:03:00,12,10
1476053721,2016-10-09,1900-01-01 12:55:21,1053.53,64,30.41,63,38.77,9.0,1900-01-01 06:16:00,1900-01-01 18:04:00,12,9
1476053422,2016-10-09,1900-01-01 12:50:22,1077.09,64,30.41,67,24.76,5.62,1900-01-01 06:16:00,1900-01-01 18:04:00,12,9
1476053119,2016-10-09,1900-01-01 12:45:19,1044.85,64,30.41,66,27.69,9.0,1900-01-01 06:16:00,1900-01-01 18:04:00,12,9
1476052823,2016-10-09,1900-01-01 12:40:23,1082.31,64,30.41,63,359.93,7.87,1900-01-01 06:16:00,1900-01-01 18:04:00,12,9
1476052522,2016-10-09,1900-01-01 12:35:22,1068.08,65,30.41,61,37.01,4.5,1900-01-01 06:16:00,1900-01-01 18:04:00,12,9
1476052220,2016-10-09,1900-01-01 12:30:20,1064.07,65,30.42,61,34.06,7.87,1900-01-01 06:16:00,1900-01-01 18:04:00,12,9
1476051921,2016-10-09,1900-01-01 12:25:21,1057.98,65,30.42,60,336.4,9.0,1900-01-01 06:16:00,1900-01-01 18:04:00,12,9
1476051626,2016-10-09,1900-01-01 12:20:26,1056.42,65,30.42,59,29.62,3.37,1900-01-01 06:16:00,1900-01-01 18:04:00,12,9
1476051321,2016-10-09,1900-01-01 12:15:21,1042.32,65,30.42,58,76.54,6.75,1900-01-01 06:16:00,1900-01-01 18:04:00,12,9
1476051022,2016-10-09,1900-01-01 12:10:22,1029.18,65,30.42,59,294.62,1.12,1900-01-01 06:16:00,1900-01-01 18:04:00,12,9
1476050425,2016-10-09,1900-01-01 12:00:25,1007.75,65,30.42,61,355.27,2.25,1900-01-01 06:16:00,1900-01-01 18:04:00,12,9
1475967319,2016-10-08,1900-01-01 12:55:19,1041.22,63,30.4,67,5.54,3.37,1900-01-01 06:15:00,1900-01-01 18:05:00,12,8
1475967022,2016-10-08,1900-01-01 12:50:22,1024.09,63,30.4,68,336.4,4.5,1900-01-01 06:15:00,1900-01-01 18:05:00,12,8
